order_id,date_commande,date_expedition,date_livraison,produit,quantite,entrepot,region,transporteur,mode_transport,delai_livraison,retard,cout_transport,priorite,statut,client_ville,poids_kg,mois,trimestre,jour_semaine,semaine_annee,annee,delai_reel,ecart_delai,cout_par_unite,cout_par_kg,saison_haute,weekend,categorie_delai
CMD-01998,2023-12-31,2024-01-01,2024-01-02,Agrumes Export,209.0,,Béni Mellal-Khénifra,Ctm Express,Route,1.0,0.0,224.89,Urgent,Livré,Béni Mellal-Khénifra,533.8,12,4,6,52,2023,1.0,0.0,1.0760287081339712,0.42130011240164855,1,1,Express
CMD-01999,2023-12-31,2024-01-03,2024-01-05,Textile Cuir,405.0,Tanger-Med,Grand Casablanca,Maroc Logistique,Maritime,2.0,0.0,678.41,Express,Livré,Béni Mellal-Khénifra,330.0,12,4,6,52,2023,2.0,0.0,1.6750864197530864,2.0557878787878785,1,1,Express
CMD-02000,2024-01-01,2024-01-01,2024-01-09,Phosphates,282.0,Casablanca-Port,Souss-Massa,Maroc Logistique,Route,8.0,1.0,377.58,Express,Retardé,Grand Casablanca,590.9,1,1,0,1,2024,8.0,0.0,1.338936170212766,0.6389913690979862,0,0,Standard
CMD-02001,2024-01-01,2024-01-01,2024-01-02,Textile Cuir,170.0,Casablanca-Port,Souss-Massa,Maroc Logistique,Route,1.0,0.0,249.48,Express,Livré,Souss-Massa,490.3,1,1,0,1,2024,1.0,0.0,1.4675294117647057,0.5088313277585151,0,0,Express
CMD-02002,2024-01-01,2024-01-03,2024-01-12,Phosphates,97.0,Tanger-Med,Béni Mellal-Khénifra,Oncf Marchandises,Route,9.0,1.0,206.19,Express,Retardé,,22.2,1,1,0,1,2024,9.0,0.0,2.1256701030927836,9.287837837837838,0,0,Standard
CMD-02003,2024-01-02,,2024-01-05,Câblage Automobile,208.0,Agadir-Sud,Tanger-Tétouan-Al Hoceïma,Ctm Express,Rail,-1.0,0.0,357.81,Express,Livré,Fès-Meknès,13.2,1,1,1,1,2024,,,1.7202403846153846,27.106818181818184,0,0,
CMD-02004,2024-01-02,2024-01-03,2024-01-04,Dattes Medjoul,451.0,,Souss-Massa,Maroc Logistique,Rail,1.0,0.0,3000.0,Express,Livré,Grand Casablanca,644.9,1,1,1,1,2024,1.0,0.0,6.651884700665189,4.651884013025275,0,0,Express
CMD-02005,2024-01-02,2024-01-06,2024-01-06,Conserves Sardines,253.0,Tanger-Med,Grand Casablanca,Maroc Logistique,Rail,0.0,0.0,372.23,Standard,Livré,Tanger-Tétouan-Al Hoceïma,158.9,1,1,1,1,2024,0.0,0.0,1.4712648221343874,2.3425424795468848,0,0,
CMD-02006,2024-01-03,2024-01-05,2024-01-15,Conserves Sardines,269.0,Agadir-Sud,Grand Casablanca,Oncf Marchandises,Route,10.0,,244.69,Express,Retardé,Fès-Meknès,547.9,1,1,2,1,2024,10.0,0.0,0.9096282527881041,0.4465960941777697,0,0,Standard
CMD-02007,2024-01-03,2024-01-07,2024-01-10,Conserves Sardines,67.0,Fès-Industriel,Souss-Massa,Ctm Express,Route,3.0,0.0,298.92,Standard,Livré,Souss-Massa,452.2,1,1,2,1,2024,3.0,0.0,4.461492537313433,0.6610349402919062,0,0,Rapide
CMD-02008,2024-01-03,2024-01-05,2024-01-10,Agrumes Export,459.0,,Grand Casablanca,Maroc Logistique,Route,5.0,0.0,282.59,Standard,Livré,Fès-Meknès,725.3,1,1,2,1,2024,5.0,0.0,0.6156644880174291,0.3896180890665931,0,0,Rapide
CMD-02009,2024-01-04,2024-01-06,2024-01-10,,,Tanger-Med,Oriental,Sntl,Route,4.0,0.0,381.75,Express,Livré,Fès-Meknès,,1,1,3,1,2024,4.0,0.0,,,0,0,Rapide
CMD-02010,2024-01-04,2024-01-04,2024-01-11,Phosphates,63.0,Casablanca-Port,Marrakech-Safi,Maroc Logistique,Rail,7.0,1.0,416.73,Urgent,Retardé,Tanger-Tétouan-Al Hoceïma,732.9,1,1,3,1,2024,7.0,0.0,6.614761904761905,0.5686041751944331,0,0,Standard
CMD-02012,2024-01-05,2024-01-07,2024-01-17,Dattes Medjoul,460.0,Rabat-Principal,Marrakech-Safi,Maroc Logistique,Route,10.0,1.0,395.71,Express,Retardé,Oriental,830.1,1,1,4,1,2024,10.0,0.0,0.8602391304347826,0.47670160221660035,0,0,Standard
CMD-02013,2024-01-05,2024-01-06,2024-01-12,Textile Cuir,445.0,Marrakech-Centre,,,,6.0,0.0,582.88,Standard,Livré,Souss-Massa,882.5,1,1,4,1,2024,6.0,0.0,1.3098426966292134,0.6604872521246459,0,0,Standard
CMD-02014,2024-01-06,2024-01-09,2024-01-12,Dattes Medjoul,55.0,,Marrakech-Safi,Maroc Logistique,Route,3.0,,251.94,Urgent,Livré,Souss-Massa,223.1,1,1,5,1,2024,3.0,0.0,4.580727272727272,1.129269385925594,0,1,Rapide
CMD-02015,2024-01-06,2024-01-08,,Phosphates,423.0,Casablanca-Port,Tanger-Tétouan-Al Hoceïma,Maroc Logistique,Route,1.0,0.0,226.37,Standard,Livré,Tanger-Tétouan-Al Hoceïma,292.5,1,1,5,1,2024,,,0.5351536643026005,0.7739145299145299,0,1,
CMD-02016,2024-01-06,2024-01-07,2024-01-17,Dattes Medjoul,427.0,Marrakech-Centre,,,,10.0,1.0,654.85,Express,Retardé,Rabat-Salé-Kénitra,270.3,1,1,5,1,2024,10.0,0.0,1.5336065573770492,2.4226785053644098,0,1,Standard
CMD-02017,2024-01-06,2024-01-07,2024-01-17,Dattes Medjoul,427.0,Marrakech-Centre,,,,10.0,1.0,654.85,Express,Retardé,Rabat-Salé-Kénitra,270.3,1,1,5,1,2024,10.0,0.0,1.5336065573770492,2.4226785053644098,0,1,Standard
CMD-02018,2024-01-07,2024-01-08,2024-01-14,Câblage Automobile,154.0,Agadir-Sud,Fès-Meknès,Ctm Express,Maritime,6.0,0.0,564.72,Standard,Livré,Grand Casablanca,487.6,1,1,6,1,2024,6.0,0.0,3.667012987012987,1.1581624282198524,0,1,Standard
CMD-02019,2024-01-07,2024-01-09,2024-01-10,Câblage Automobile,396.0,Casablanca-Port,Marrakech-Safi,Sntl,Route,1.0,0.0,252.72,Standard,Livré,Rabat-Salé-Kénitra,75.1,1,1,6,1,2024,1.0,0.0,0.6381818181818182,3.3651131824234355,0,1,Express
CMD-02020,2024-01-08,2024-01-11,2024-01-18,Conserves Sardines,302.0,Marrakech-Centre,Marrakech-Safi,Sntl,Maritime,7.0,0.0,548.41,Express,Livré,,136.8,1,1,0,2,2024,7.0,0.0,1.8159271523178806,4.008845029239765,0,0,Standard
CMD-02021,2024-01-08,,2024-01-17,Textile Cuir,408.0,Tanger-Med,Grand Casablanca,Maroc Logistique,Route,9.0,1.0,363.29,Express,Retardé,Souss-Massa,78.5,1,1,0,2,2024,,,0.8904166666666667,4.627898089171975,0,0,
CMD-02022,2024-01-09,,2024-01-16,Câblage Automobile,390.0,,Grand Casablanca,Sntl,Maritime,5.0,0.0,554.25,Express,Livré,Souss-Massa,725.7,1,1,1,2,2024,,,1.4211538461538462,0.7637453493179,0,0,
CMD-02023,2024-01-09,2024-01-10,2024-01-17,Conserves Sardines,153.0,Tanger-Med,Tanger-Tétouan-Al Hoceïma,Sntl,Route,10.0,1.0,296.75,Standard,Retardé,Rabat-Salé-Kénitra,783.7,1,1,1,2,2024,7.0,-3.0,1.9395424836601307,0.3786525456169452,0,0,Standard
CMD-02024,2024-01-09,2024-01-10,2024-01-21,Agrumes Export,307.0,Casablanca-Port,Grand Casablanca,Transatlas,Route,14.0,1.0,300.64,Urgent,Retardé,Fès-Meknès,512.0,1,1,1,2,2024,11.0,-3.0,0.9792833876221498,0.5871875,0,0,Lent
CMD-02025,2024-01-10,2024-01-12,2024-01-20,Huile D'Olive Bio,500.0,,Souss-Massa,Sntl,Rail,8.0,1.0,368.42,Standard,Retardé,Fès-Meknès,955.3,1,1,2,2,2024,8.0,0.0,0.73684,0.3856589553019994,0,0,Standard
CMD-02026,2024-01-10,2024-01-13,,Câblage Automobile,202.0,,Marrakech-Safi,Maroc Logistique,Route,3.0,0.0,363.5,Standard,Livré,Béni Mellal-Khénifra,904.2,1,1,2,2,2024,,,1.7995049504950495,0.40201282902012825,0,0,
CMD-02027,2024-01-10,2024-01-12,2024-01-18,Phosphates,381.0,,Fès-Meknès,Ctm Express,Route,6.0,0.0,300.44,Express,Livré,Tanger-Tétouan-Al Hoceïma,271.7,1,1,2,2,2024,6.0,0.0,0.7885564304461942,1.1057784320942217,0,0,Standard
CMD-02028,2024-01-11,2024-01-12,,Huile D'Olive Bio,471.0,Casablanca-Port,Grand Casablanca,Maroc Logistique,Rail,3.0,0.0,338.23,Standard,Livré,Grand Casablanca,652.5,1,1,3,2,2024,,,0.7181104033970276,0.518360153256705,0,0,
CMD-02029,2024-01-11,2024-01-15,2024-01-15,Phosphates,250.0,Casablanca-Port,Grand Casablanca,Maroc Logistique,Maritime,0.0,0.0,689.39,Standard,Livré,Fès-Meknès,351.5,1,1,3,2,2024,0.0,0.0,2.75756,1.961280227596017,0,0,
CMD-02030,2024-01-11,2024-01-12,2024-01-17,Argan Cosmétique,159.0,Casablanca-Port,Souss-Massa,Ctm Express,Route,5.0,0.0,299.51,Urgent,Livré,,395.8,1,1,3,2,2024,5.0,0.0,1.8837106918238993,0.7567205659423951,0,0,Rapide
CMD-02031,2024-01-12,2024-01-14,2024-01-20,Huile D'Olive Bio,334.0,Rabat-Principal,Fès-Meknès,Ctm Express,Aérien,6.0,1.0,920.85,Standard,Retardé,Grand Casablanca,369.7,1,1,4,2,2024,6.0,0.0,2.7570359281437127,2.4908033540708683,0,0,Standard
CMD-02032,2024-01-12,2024-01-12,2024-01-20,Dattes Medjoul,380.0,Fès-Industriel,Tanger-Tétouan-Al Hoceïma,Maroc Logistique,Route,8.0,1.0,316.88,Standard,Retardé,Fès-Meknès,1005.9,1,1,4,2,2024,8.0,0.0,0.8338947368421052,0.31502137389402524,0,0,Standard
CMD-02033,2024-01-13,2024-01-16,2024-01-18,Conserves Sardines,95.0,Casablanca-Port,Oriental,Ctm Express,Route,2.0,0.0,254.58,Express,Livré,Fès-Meknès,371.9,1,1,5,2,2024,2.0,0.0,2.6797894736842105,0.6845388545307879,0,1,Express
CMD-02034,2024-01-13,2024-01-13,2024-01-16,Argan Cosmétique,309.5,Casablanca-Port,Marrakech-Safi,Ctm Express,Maritime,3.0,0.0,667.07,Express,Livré,Oriental,77.6,1,1,5,2,2024,3.0,0.0,2.1553150242326335,8.59626288659794,0,1,Rapide
CMD-02035,2024-01-13,2024-01-13,2024-01-15,Textile Cuir,175.0,Casablanca-Port,Fès-Meknès,Sntl,Route,2.0,0.0,233.06,Express,Livré,,554.0,1,1,5,2,2024,2.0,0.0,1.3317714285714286,0.42068592057761733,0,1,Express
CMD-02036,2024-01-14,2024-01-16,2024-01-21,Câblage Automobile,439.0,,Oriental,Sntl,Route,5.0,0.0,324.79,Standard,Livré,Grand Casablanca,10.8,1,1,6,2,2024,5.0,0.0,0.7398405466970388,30.07314814814815,0,1,Rapide
CMD-02037,2024-01-14,2024-01-17,2024-01-22,Câblage Automobile,399.0,,Oriental,Transatlas,Route,5.0,0.0,,Standard,Livré,Béni Mellal-Khénifra,961.0,1,1,6,2,2024,5.0,0.0,,,0,1,Rapide
CMD-02038,2024-01-14,2024-01-17,2024-01-20,Huile D'Olive Bio,428.0,Agadir-Sud,Grand Casablanca,Maroc Logistique,Route,3.0,0.0,,Standard,Livré,Fès-Meknès,673.1,1,1,6,2,2024,3.0,0.0,,,0,1,Rapide
CMD-02039,2024-01-15,,2024-01-18,Argan Cosmétique,202.0,Marrakech-Centre,Grand Casablanca,Sntl,Route,2.0,0.0,245.28,Urgent,Livré,Grand Casablanca,23.1,1,1,0,3,2024,,,1.2142574257425742,10.618181818181817,0,0,
CMD-02040,2024-01-15,2024-01-16,2024-01-21,Argan Cosmétique,1.0,,Tanger-Tétouan-Al Hoceïma,Ctm Express,Aérien,5.0,1.0,944.26,Standard,Retardé,Béni Mellal-Khénifra,273.7,1,1,0,3,2024,5.0,0.0,944.26,3.449981731823164,0,0,Rapide
CMD-02041,2024-01-15,2024-01-16,2024-01-23,Argan Cosmétique,220.0,Casablanca-Port,,,,7.0,0.0,211.49,Express,Livré,Rabat-Salé-Kénitra,964.1,1,1,0,3,2024,7.0,0.0,0.9613181818181818,0.21936521107768905,0,0,Standard
CMD-02042,2024-01-16,2024-01-20,2024-01-28,Huile D'Olive Bio,428.0,Casablanca-Port,Grand Casablanca,Transatlas,Route,8.0,1.0,216.2,Urgent,Retardé,Béni Mellal-Khénifra,783.5,1,1,1,3,2024,8.0,0.0,0.5051401869158878,0.2759412890874282,0,0,Standard
CMD-02043,2024-01-16,2024-01-20,2024-01-28,Huile D'Olive Bio,428.0,Casablanca-Port,Grand Casablanca,Transatlas,Route,8.0,1.0,216.2,Urgent,Retardé,Béni Mellal-Khénifra,783.5,1,1,1,3,2024,8.0,0.0,0.5051401869158878,0.2759412890874282,0,0,Standard
CMD-02044,2024-01-17,2024-01-21,2024-01-25,Textile Cuir,5.0,Rabat-Principal,Souss-Massa,Maroc Logistique,Maritime,4.0,0.0,563.83,Standard,Livré,Rabat-Salé-Kénitra,139.1,1,1,2,3,2024,4.0,0.0,112.766,4.053414809489576,0,0,Rapide
CMD-02045,2024-01-17,2024-01-18,2024-01-27,Agrumes Export,202.0,Tanger-Med,Oriental,Maroc Logistique,Maritime,9.0,1.0,521.38,Express,Retardé,Souss-Massa,892.0,1,1,2,3,2024,9.0,0.0,2.581089108910891,0.5845067264573991,0,0,Standard
CMD-02046,2024-01-17,2024-01-17,2024-01-23,Huile D'Olive Bio,305.0,Casablanca-Port,Souss-Massa,Maroc Logistique,Route,6.0,0.0,209.33,Standard,Livré,Grand Casablanca,248.2,1,1,2,3,2024,6.0,0.0,0.6863278688524591,0.8433924254633361,0,0,Standard
CMD-02047,2024-01-18,,2024-01-19,Huile D'Olive Bio,305.0,Casablanca-Port,Souss-Massa,Maroc Logistique,Route,-1.0,0.0,208.1,Standard,Livré,Marrakech-Safi,716.5,1,1,3,3,2024,,,0.6822950819672131,0.2904396371249128,0,0,
CMD-02048,2024-01-18,2024-01-19,2024-01-28,Textile Cuir,26.0,Casablanca-Port,Tanger-Tétouan-Al Hoceïma,Maroc Logistique,Route,9.0,1.0,216.64,Urgent,Retardé,Fès-Meknès,222.1,1,1,3,3,2024,9.0,0.0,8.332307692307692,0.9754164790634848,0,0,Standard
CMD-02049,2024-01-18,2024-01-22,2024-01-26,Conserves Sardines,295.0,Casablanca-Port,,,,4.0,0.0,369.87,Standard,Livré,Marrakech-Safi,234.0,1,1,3,3,2024,4.0,0.0,1.2537966101694915,1.5806410256410257,0,0,Rapide
CMD-02050,2024-01-19,2024-01-23,,Conserves Sardines,202.0,Agadir-Sud,Rabat-Salé-Kénitra,Ctm Express,Rail,5.0,1.0,339.69,Standard,Retardé,Souss-Massa,495.85,1,1,4,3,2024,,,1.6816336633663367,0.6850660482000605,0,0,
CMD-02051,2024-01-19,2024-01-20,2024-01-23,Conserves Sardines,389.0,Casablanca-Port,Rabat-Salé-Kénitra,Maroc Logistique,Route,3.0,0.0,235.04,Express,Livré,Grand Casablanca,202.3,1,1,4,3,2024,3.0,0.0,0.6042159383033419,1.1618388531883341,0,0,Rapide
CMD-02052,2024-01-19,2024-01-22,2024-01-23,Phosphates,38.0,Tanger-Med,Rabat-Salé-Kénitra,Ctm Express,Route,1.0,0.0,263.05,Standard,Livré,Oriental,973.6,1,1,4,3,2024,1.0,0.0,6.9223684210526315,0.27018282662284304,0,0,Express
CMD-02053,2024-01-20,2024-01-24,2024-01-28,Textile Cuir,379.0,Fès-Industriel,Oriental,Transatlas,Route,4.0,0.0,356.35,Express,Livré,Marrakech-Safi,795.0,1,1,5,3,2024,4.0,0.0,0.9402374670184697,0.44823899371069187,0,1,Rapide
CMD-02054,2024-01-20,2024-01-23,2024-01-30,Câblage Automobile,58.0,Marrakech-Centre,Rabat-Salé-Kénitra,Sntl,Route,7.0,0.0,329.58,Express,Livré,Souss-Massa,158.3,1,1,5,3,2024,7.0,0.0,5.682413793103448,2.0819962097283637,0,1,Standard
CMD-02055,2024-01-21,2024-01-22,2024-01-24,Câblage Automobile,36.0,,Oriental,Transatlas,Route,2.0,0.0,384.94,Express,Livré,Rabat-Salé-Kénitra,325.5,1,1,6,3,2024,2.0,0.0,10.692777777777778,1.1826113671274963,0,1,Express
CMD-02056,2024-01-21,2024-01-24,2024-01-31,Huile D'Olive Bio,185.0,Rabat-Principal,Souss-Massa,Maroc Logistique,Rail,7.0,,489.05,Express,Retardé,Souss-Massa,442.5,1,1,6,3,2024,7.0,0.0,2.6435135135135135,1.1051977401129944,0,1,Standard
CMD-02057,2024-01-21,,2024-01-21,Dattes Medjoul,168.0,Casablanca-Port,Souss-Massa,Oncf Marchandises,Route,0.0,0.0,,Standard,Livré,Rabat-Salé-Kénitra,231.7,1,1,6,3,2024,,,,,0,1,
CMD-02058,2024-01-22,2024-01-25,2024-01-31,Câblage Automobile,196.0,Casablanca-Port,Fès-Meknès,Maroc Logistique,Route,6.0,0.0,330.28,Express,Livré,,887.9,1,1,0,4,2024,6.0,0.0,1.6851020408163264,0.3719788264444194,0,0,Standard
CMD-02059,2024-01-22,2024-01-24,2024-02-02,Dattes Medjoul,490.0,Tanger-Med,Oriental,Ctm Express,Route,9.0,1.0,264.2,Standard,Retardé,Marrakech-Safi,149.1,1,1,0,4,2024,9.0,0.0,0.5391836734693878,1.7719651240778,0,0,Standard
CMD-02060,2024-01-22,2024-01-22,2024-01-29,Conserves Sardines,327.0,Rabat-Principal,Grand Casablanca,Transatlas,Route,7.0,0.0,263.14,Express,Livré,Grand Casablanca,107.8,1,1,0,4,2024,7.0,0.0,0.8047094801223241,2.4410018552875696,0,0,Standard
CMD-02061,2024-01-23,2024-01-24,2024-02-02,Huile D'Olive Bio,239.0,Casablanca-Port,Rabat-Salé-Kénitra,Oncf Marchandises,Rail,9.0,1.0,471.46,Standard,Retardé,Tanger-Tétouan-Al Hoceïma,660.0,1,1,1,4,2024,9.0,0.0,1.9726359832635982,0.7143333333333333,0,0,Standard
CMD-02063,2024-01-23,2024-01-27,,Argan Cosmétique,309.5,Tanger-Med,Fès-Meknès,Ctm Express,Route,4.0,0.0,261.9,Standard,Livré,Rabat-Salé-Kénitra,219.8,1,1,1,4,2024,,,0.8462035541195476,1.1915377616014557,0,0,
CMD-02064,2024-01-24,2024-01-25,2024-02-04,Conserves Sardines,82.0,Fès-Industriel,Béni Mellal-Khénifra,Ctm Express,Route,10.0,1.0,251.18,Standard,Retardé,Souss-Massa,194.5,1,1,2,4,2024,10.0,0.0,3.0631707317073174,1.291413881748072,0,0,Standard
CMD-02065,2024-01-24,2024-01-26,,Conserves Sardines,63.0,Tanger-Med,,,,3.0,0.0,,Standard,Livré,Fès-Meknès,495.85,1,1,2,4,2024,,,,,0,0,
CMD-02066,2024-01-25,2024-01-27,2024-02-02,Agrumes Export,0.0,Rabat-Principal,Rabat-Salé-Kénitra,Ctm Express,Route,6.0,0.0,242.37,Express,Livré,Tanger-Tétouan-Al Hoceïma,276.0,1,1,3,4,2024,6.0,0.0,,0.8781521739130435,0,0,Standard
CMD-02067,2024-01-25,2024-01-27,2024-02-02,Huile D'Olive Bio,187.0,Casablanca-Port,,,,6.0,0.0,263.39,Standard,Livré,Fès-Meknès,518.3,1,1,3,4,2024,6.0,0.0,1.4085026737967914,0.5081805903916651,0,0,Standard
CMD-02068,2024-01-25,2024-01-29,2024-02-03,Textile Cuir,200.0,Casablanca-Port,Rabat-Salé-Kénitra,Ctm Express,Route,5.0,0.0,391.7,Express,Livré,Souss-Massa,508.1,1,1,3,4,2024,5.0,0.0,1.9585,0.7709112379452863,0,0,Rapide
CMD-02069,2024-01-26,2024-01-28,2024-01-30,Câblage Automobile,263.0,,Grand Casablanca,Maroc Logistique,Rail,2.0,0.0,469.26,Standard,Livré,Grand Casablanca,281.7,1,1,4,4,2024,2.0,0.0,1.7842585551330798,1.665814696485623,0,0,Express
CMD-02070,2024-01-26,2024-01-27,2024-01-31,Conserves Sardines,389.0,Fès-Industriel,Souss-Massa,Sntl,Route,4.0,0.0,238.77,Urgent,Livré,Souss-Massa,762.3,1,1,4,4,2024,4.0,0.0,0.6138046272493574,0.3132231404958678,0,0,Rapide
CMD-02071,2024-01-26,2024-01-26,2024-01-27,Câblage Automobile,109.0,,Tanger-Tétouan-Al Hoceïma,Ctm Express,Aérien,1.0,0.0,910.96,Standard,Livré,Oriental,281.3,1,1,4,4,2024,1.0,0.0,8.35743119266055,3.238393174546747,0,0,Express
CMD-02072,2024-01-27,2024-01-27,2024-02-04,Dattes Medjoul,367.0,,Rabat-Salé-Kénitra,Maroc Logistique,Route,8.0,1.0,273.63,Express,Retardé,Rabat-Salé-Kénitra,115.1,1,1,5,4,2024,8.0,0.0,0.7455858310626703,2.37732406602954,0,1,Standard
CMD-02073,2024-01-27,2024-01-27,2024-02-05,Dattes Medjoul,102.0,Casablanca-Port,Rabat-Salé-Kénitra,Maroc Logistique,Route,9.0,1.0,216.96,Standard,Retardé,Rabat-Salé-Kénitra,217.5,1,1,5,4,2024,9.0,0.0,2.1270588235294117,0.9975172413793104,0,1,Standard
CMD-02074,2024-01-28,2024-01-30,2024-02-05,Conserves Sardines,246.0,Casablanca-Port,Oriental,Sntl,Route,6.0,0.0,294.55,Standard,Livré,Grand Casablanca,842.3,1,1,6,4,2024,6.0,0.0,1.197357723577236,0.34969725750920105,0,1,Standard
CMD-02075,2024-01-28,2024-01-29,2024-02-03,Dattes Medjoul,52.0,Casablanca-Port,Grand Casablanca,Oncf Marchandises,Route,,1.0,205.6,Express,Retardé,Fès-Meknès,47.2,1,1,6,4,2024,5.0,,3.9538461538461536,4.3559322033898304,0,1,Rapide
CMD-02076,2024-01-28,2024-01-30,2024-02-01,Textile Cuir,421.0,Casablanca-Port,Souss-Massa,Maroc Logistique,Route,-1.0,0.0,258.27,Standard,Livré,Fès-Meknès,528.5,1,1,6,4,2024,2.0,3.0,0.6134679334916864,0.4886849574266792,0,1,Express
CMD-02077,2024-01-29,2024-01-30,2024-02-05,Conserves Sardines,226.0,Casablanca-Port,Fès-Meknès,Ctm Express,Route,6.0,0.0,288.2,Standard,Livré,Fès-Meknès,747.0,1,1,0,5,2024,6.0,0.0,1.275221238938053,0.385809906291834,0,0,Standard
CMD-02078,2024-01-29,2024-02-02,2024-02-05,Agrumes Export,362.0,Tanger-Med,Rabat-Salé-Kénitra,Maroc Logistique,Maritime,3.0,0.0,638.49,Standard,Livré,Grand Casablanca,722.4,1,1,0,5,2024,3.0,0.0,1.7637845303867403,0.8838455149501662,0,0,Rapide
CMD-02079,2024-01-29,2024-02-01,2024-02-11,Dattes Medjoul,482.0,Agadir-Sud,Souss-Massa,Maroc Logistique,Maritime,10.0,1.0,502.27,Standard,Retardé,Béni Mellal-Khénifra,801.2,1,1,0,5,2024,10.0,0.0,1.0420539419087136,0.626897154268597,0,0,Standard
CMD-02080,2024-01-30,2024-02-01,2024-02-05,Conserves Sardines,191.0,Rabat-Principal,Grand Casablanca,Ctm Express,Maritime,4.0,0.0,,Express,Livré,Souss-Massa,959.1,1,1,1,5,2024,4.0,0.0,,,0,0,Rapide
CMD-02081,2024-01-30,2024-02-02,2024-02-09,Conserves Sardines,212.0,Marrakech-Centre,Marrakech-Safi,Ctm Express,Rail,7.0,1.0,302.28,Standard,Retardé,Fès-Meknès,58.4,1,1,1,5,2024,7.0,0.0,1.4258490566037734,5.176027397260274,0,0,Standard
CMD-02082,2024-01-30,2024-02-01,2024-02-02,Agrumes Export,248.0,Agadir-Sud,Oriental,Oncf Marchandises,Aérien,1.0,0.0,896.63,Standard,Livré,Béni Mellal-Khénifra,934.1,1,1,1,5,2024,1.0,0.0,3.6154435483870966,0.959886521785676,0,0,Express
CMD-02083,2024-01-31,2024-01-31,2024-02-09,Câblage Automobile,443.0,Marrakech-Centre,Marrakech-Safi,Sntl,Maritime,9.0,1.0,500.97,Standard,Retardé,Souss-Massa,968.8,1,1,2,5,2024,9.0,0.0,1.1308577878103838,0.5171036333608588,0,0,Standard
CMD-02084,2024-01-31,2024-01-31,2024-02-10,Argan Cosmétique,336.0,Fès-Industriel,Souss-Massa,Maroc Logistique,Route,10.0,1.0,369.76,Express,Retardé,,184.6,1,1,2,5,2024,10.0,0.0,1.1004761904761904,2.0030335861321777,0,0,Standard
CMD-02085,2024-02-01,2024-02-05,2024-02-15,Huile D'Olive Bio,446.0,Casablanca-Port,Souss-Massa,Transatlas,Rail,10.0,,481.28,Urgent,Retardé,Marrakech-Safi,934.8,2,1,3,5,2024,10.0,0.0,1.079103139013453,0.5148480958493795,0,0,Standard
CMD-02086,2024-02-01,,2024-02-11,Câblage Automobile,332.0,Tanger-Med,Souss-Massa,Maroc Logistique,Route,10.0,1.0,222.06,Express,Retardé,Béni Mellal-Khénifra,878.2,2,1,3,5,2024,,,0.6688554216867469,0.2528581188795263,0,0,
CMD-02087,2024-02-01,2024-02-04,2024-02-14,Argan Cosmétique,394.0,Casablanca-Port,Fès-Meknès,Oncf Marchandises,Rail,10.0,1.0,337.81,Standard,Retardé,Grand Casablanca,433.7,2,1,3,5,2024,10.0,0.0,0.8573857868020305,0.7789024671431866,0,0,Standard
CMD-02088,2024-02-02,2024-02-06,2024-02-11,Phosphates,69.0,,Tanger-Tétouan-Al Hoceïma,Maroc Logistique,Route,5.0,0.0,373.22,Express,Livré,Souss-Massa,819.3,2,1,4,5,2024,5.0,0.0,5.408985507246377,0.455535212986696,0,0,Rapide
CMD-02089,2024-02-02,2024-02-04,2024-02-10,Conserves Sardines,53.0,,Marrakech-Safi,Ctm Express,Route,6.0,,357.12,Urgent,Livré,Béni Mellal-Khénifra,495.85,2,1,4,5,2024,6.0,0.0,6.73811320754717,0.7202178078047796,0,0,Standard
CMD-02090,2024-02-02,2024-02-05,2024-02-13,Dattes Medjoul,143.0,Marrakech-Centre,Tanger-Tétouan-Al Hoceïma,Maroc Logistique,Route,8.0,1.0,209.16,Express,Retardé,Marrakech-Safi,544.9,2,1,4,5,2024,8.0,0.0,1.4626573426573426,0.3838502477518811,0,0,Standard
CMD-02091,2024-02-03,2024-02-06,2024-02-13,Phosphates,362.0,Marrakech-Centre,Tanger-Tétouan-Al Hoceïma,Maroc Logistique,Route,7.0,0.0,311.15,Standard,Livré,Grand Casablanca,855.7,2,1,5,5,2024,7.0,0.0,0.8595303867403314,0.36362042771999525,0,1,Standard
CMD-02092,2024-02-03,2024-02-04,2024-02-08,Conserves Sardines,78.0,Rabat-Principal,Marrakech-Safi,Maroc Logistique,Maritime,4.0,0.0,590.18,Standard,Livré,Oriental,432.0,2,1,5,5,2024,4.0,0.0,7.566410256410256,1.3661574074074072,0,1,Rapide
CMD-02093,2024-02-03,2024-02-03,2024-02-03,Agrumes Export,41.0,Agadir-Sud,Marrakech-Safi,Sntl,Route,0.0,0.0,271.67,Express,Livré,Béni Mellal-Khénifra,983.1,2,1,5,5,2024,0.0,0.0,6.6260975609756105,0.2763401485098159,0,1,
CMD-02094,2024-02-04,2024-02-08,2024-02-12,Câblage Automobile,214.0,Tanger-Med,Béni Mellal-Khénifra,Maroc Logistique,Route,4.0,0.0,214.4,Express,Livré,Rabat-Salé-Kénitra,927.5,2,1,6,5,2024,4.0,0.0,1.0018691588785047,0.2311590296495957,0,1,Rapide
CMD-02095,2024-02-04,2024-02-07,2024-02-17,Phosphates,26.0,Tanger-Med,Grand Casablanca,Maroc Logistique,Aérien,,1.0,916.44,Urgent,Retardé,Tanger-Tétouan-Al Hoceïma,235.1,2,1,6,5,2024,10.0,,35.24769230769231,3.8980859208847303,0,1,Standard
